index,Formula,Phase,state,batch
5728,La60.5Al16.3Cu11.6Ni11.6,BMG,No Procesado,5
5729,La60Al15Ag5Cu20,BMG,No Procesado,18
5730,La61.4Al15.9Cu11.35Ni11.35,BMG,No Procesado,5
5731,La62.0Al15.6Cu11.2Ni11.2,BMG,No Procesado,3
5732,La62.5Al12.5Ag5Cu20,BMG,No Procesado,10
5733,La62Al14Cu16Ag8,BMG,No Procesado,4
5734,La62Al14Cu17Ag7,BMG,No Procesado,6
5735,La62Al14Cu18Ag6,BMG,No Procesado,1
5736,La62Al14Cu19Ag5,BMG,No Procesado,13
5737,La62Al14Cu20Ag4,BMG,No Procesado,3
5738,La62Al14Cu22Ag2,BMG,No Procesado,4
5739,La62Cu12Ni12Al14,BMG,No Procesado,1
5740,La62Cu24Al10.5Mg3.5,BMG,No Procesado,4
5741,La62Cu24Al10.8Mg3.2,BMG,No Procesado,3
5742,La62Cu24Al11.2Mg2.8,BMG,No Procesado,1
5743,La62Cu24Al9.0Mg5.0,BMG,No Procesado,13
5744,La62Cu24Al9.8Mg4.2,BMG,No Procesado,10
5745,La63.1Al15.2Cu10.85Ni10.85,BMG,No Procesado,2
5746,La64.6Al14.6Cu10.4Ni10.4,BMG,No Procesado,15
5747,La65Al10Ag5Cu20,BMG,No Procesado,7
5748,La66Al14Cu10Ni10,BMG,No Procesado,1
5749,La68Al10Cu20Co2,BMG,No Procesado,13
5750,La68Al14Cu9Ni9,BMG,No Procesado,6
5751,La70.0Al12.4Cu8.8Ni8.8,BMG,No Procesado,17
5752,La70Al14Cu8Ni8,BMG,No Procesado,2
5753,Lu39Y16Al25Co20,BMG,No Procesado,5
5754,Mg54Cu26.5Ag8.5Gd11,BMG,No Procesado,4
5755,Mg55Cu25Ag10Gd10,BMG,No Procesado,4
5756,Mg57Cu31.5Y8Nd3.5,BMG,No Procesado,10
5757,Mg57Cu31.5Y9.2Nd2.3,BMG,No Procesado,5
5758,Mg57Cu31Y6.6Nd5.4,BMG,No Procesado,11
5759,Mg58Cu27Y10Zn5,BMG,No Procesado,19
5760,Mg59.5Cu22.9Ag6.6Gd11,BMG,No Procesado,19
5761,Mg60Cu25Gd10Zn5,BMG,No Procesado,7
5762,Mg60Ni23.6Y0.25La16.15,BMG,No Procesado,18
5763,Mg60Ni23.6Y0.5La15.9,BMG,No Procesado,14
5764,Mg60Ni23.6Y0.75La15.65,BMG,No Procesado,12
5765,Mg60Ni23.6Y1La15.4,BMG,No Procesado,9
5766,Mg65Cu15Ag10Er10,BMG,No Procesado,15
5767,Mg65Cu15Ag10Gd10,BMG,No Procesado,18
5768,Mg65Cu20Ni5Gd10,BMG,No Procesado,13
5769,Mg65Cu20Y10Zn5,BMG,No Procesado,12
5770,Mg65Cu25Gd5Y5,BMG,No Procesado,14
5771,Mg65Cu25Y8Gd2,BMG,No Procesado,16
5772,Mg65Cu25Y9Gd1,BMG,No Procesado,10
5773,Mg68Ni15Gd10Ag7,BMG,No Procesado,2
5774,Mg69Ni15Gd10Ag6,BMG,No Procesado,1
5775,Mg70Ni15Gd10Ag5,BMG,No Procesado,11
5776,Mg71Ni15Gd10Ag4,BMG,No Procesado,20
5777,Mg73Ni15Gd10Ag2,BMG,No Procesado,7
5778,Mg74Ni15Gd10Ag1,BMG,No Procesado,2
5779,Mo40Co20Fe20B20,BMG,No Procesado,13
5780,Nd60Fe20Co10Al10,BMG,No Procesado,4
5781,Ni45Ti20Zr25Al10,BMG,No Procesado,11
5782,Ni59Zr20Ti16Si5,BMG,No Procesado,8
5783,Ni59Zr20Ti16Sn5,BMG,No Procesado,12
5784,Ni60Sn6(Nb0.6Ta0.4)34,BMG,No Procesado,3
5785,Ni60Sn6(Nb0.8Ta0.2)34,BMG,No Procesado,3
5786,Ni61Zr28Nb7Al4,BMG,No Procesado,1
5787,Pd37.5Cu30Ni12.5P20,BMG,No Procesado,11
5788,Pd39.1Ni10.1Cu29.9P20.9,BMG,No Procesado,19
5789,Pd39Ni10Cu30P21,BMG,No Procesado,18
5790,Pd40Cu25Ni15P20,BMG,No Procesado,19
5791,Pd40Cu30Ni10P20,BMG,No Procesado,15
5792,Pd40Cu32.5Ni7.5P20,BMG,No Procesado,9
5793,Pd42.5Cu27.5Ni10P20,BMG,No Procesado,14
5794,Pd42.5Cu30Ni7.5P20,BMG,No Procesado,3
5795,Pd42Cu30Ni10P18,BMG,No Procesado,12
5796,Pd43Cu27Ni10P20,BMG,No Procesado,19
5797,Pd45Cu25Ni10P20,BMG,No Procesado,11
5798,Pd45Cu30Ni5P20,BMG,No Procesado,16
5799,Pd79Cu6Si10P5,BMG,No Procesado,18
5800,Pr55Al12Fe30Cu3,BMG,No Procesado,12
5801,Pr60Al10Ni10Cu20,BMG,No Procesado,1
5802,Pr60Al10Ni10Fe20,BMG,No Procesado,3
5803,Pr60Cu17Ni8Al15,BMG,No Procesado,3
5804,Pr68Cu12.5Ni12.5Al7,BMG,No Procesado,2
5805,Pr72Cu10.5Ni10.521Al7,BMG,No Procesado,19
5806,Pr72Cu12.5Ni12.5Al3,BMG,No Procesado,7
5807,Pt42.5Cu27Ni9.5P21,BMG,No Procesado,5
5808,Pt57.5Cu14.7Ni5.3P22.5,BMG,No Procesado,16
5809,Pt57.5Cu14.7Ni5P22.8,BMG,No Procesado,16
5810,Pt60Cu16Co2P22,BMG,No Procesado,19
5811,Sc36Al24Co20Y20,BMG,No Procesado,20
5812,Sm40Y15Al25Co20,BMG,No Procesado,14
5813,Sr50Mg20Zn20Cu10,BMG,No Procesado,6
5814,Sr60Li5Mg15Zn20,BMG,No Procesado,15
5815,Sr60Mg20Zn15Cu5,BMG,No Procesado,10
5816,Tb36Y20Al24Co20,BMG,No Procesado,3
5817,Ti34Zr11Cu47Ni8,BMG,No Procesado,12
5818,Ti40Zr10Cu30Pd20,BMG,No Procesado,9
5819,Ti40Zr10Cu32Pd18,BMG,No Procesado,12
5820,Ti40Zr10Cu34Pd16,BMG,No Procesado,10
5821,Ti40Zr10Cu36Pd14,BMG,No Procesado,4
5822,Ti40Zr10Cu38Pd12,BMG,No Procesado,17
5823,Ti40Zr10Cu40Pd10,BMG,No Procesado,16
5824,Ti45Zr20Be30Cr5,BMG,No Procesado,4
5825,Ti47.5Zr2.5Cu42.5Ni7.5,BMG,No Procesado,5
5826,Ti50Cu23Ni20Sn7,BMG,No Procesado,10
5827,Ti50Ni15Cu32Sn3,BMG,No Procesado,1
5828,Tm27.5Y27.5Al25Co20,BMG,No Procesado,15
5829,Tm39Y16Al25Co20,BMG,No Procesado,16
5830,Tm40Zr15Al25Co20,BMG,No Procesado,4
5831,Tm45Y10Al25Co20,BMG,No Procesado,8
5832,W45Ru36B17Hf2,BMG,No Procesado,13
5833,W46Ru37B12Si5,BMG,No Procesado,9
5834,Y36Sc20Al24Co20,BMG,No Procesado,15
5835,Y4Fe72B22Hf2,BMG,No Procesado,12
5836,Y4Fe72B22Nb2,BMG,No Procesado,7
5837,Y4Fe72B22Ta2,BMG,No Procesado,14
5838,Y4Fe72B22Ti2,BMG,No Procesado,6
5839,Yb62.5Zn15Mg17.5Cu5,BMG,No Procesado,16
5840,Zn40Mg11Ca31Yb18,BMG,No Procesado,16
5841,Zr35Ti30Cu7.5Be27.5,BMG,No Procesado,8
5842,Zr35Ti30Cu8.25Be26.75,BMG,No Procesado,2
5843,Zr45.25Cu46.25Al7.5Sn1,BMG,No Procesado,9
5844,Zr46Cu37.64Ag8.36Al8,BMG,No Procesado,1
5845,Zr48Cu36Al8Ag8,BMG,No Procesado,16
5846,Zr48Cu37Al7Ag8,BMG,No Procesado,3
5847,Zr48Cu40Al7Ag5,BMG,No Procesado,19
5848,Zr48Cu42Al7Ag3,BMG,No Procesado,20
5849,Zr48Cu43Al7Ag2,BMG,No Procesado,6
5850,Zr49Ti14Ni20Cu17,BMG,No Procesado,2
5851,Zr49Ti17Ni20Cu14,BMG,No Procesado,6
5852,Zr51Cu20.7Ni12Al16.3,BMG,No Procesado,12
5853,Zr55Al10Cu30Ni5,BMG,No Procesado,5
5854,Zr55Al15Co2.5Cu27.5,BMG,No Procesado,19
5855,Zr55Al15Co5Cu25,BMG,No Procesado,14
5856,Zr55Al15Co7.5Cu22.5,BMG,No Procesado,6
5857,Zr55Al19Co19Cu7,BMG,No Procesado,17
5858,Zr55Al20Co17.5Cu7.5,BMG,No Procesado,19
5859,Zr55Al20Co20Cu5,BMG,No Procesado,9
5860,Zr55Al20Co22.5Cu2.5,BMG,No Procesado,7
5861,Zr60.525Cu19.35Ni10.125Al10,BMG,No Procesado,2
5862,Zr61.5Al10.7Cu13.65Ni14.15,BMG,No Procesado,5
5863,Zr61.88Al10Ni10.12Cu18,BMG,No Procesado,9
5864,Zr61Cu18.3Ni12.8Al7.9,BMG,No Procesado,16
5865,Zr62.325Cu17.55Ni10.125Al10,BMG,No Procesado,19
5866,Zr62.5Al12.1Cu7.95Ni17.45,BMG,No Procesado,13
5867,Zr62Cu15.5Ni12.5Al10,BMG,No Procesado,13
5868,Zr63.5Al10.7Cu10.7Ni15.1,BMG,No Procesado,18
5869,Zr63Al11.4Cu9.3Ni16.3,BMG,No Procesado,17
5870,Zr64.13Al10Ni10.12Cu15.75,BMG,No Procesado,4
5871,Zr64.13Cu13.5Ni12.37Al10,BMG,No Procesado,8
5872,Zr64Al10.1Cu11.7Ni14.2,BMG,No Procesado,7
5873,Zr65.025Cu14.85Ni10.125Al10,BMG,No Procesado,15
5874,Zr65.5Al5.6Ni6.5Cu22.4,BMG,No Procesado,10
5875,Zr65Al10Ni10Cu15,BMG,No Procesado,19
5876,Zr65Al7.5Cu17.5Ni10,BMG,No Procesado,19
5877,Zr65Al8.7Cu14.4Ni11.9,BMG,No Procesado,5
5878,Zr66Al8Cu12Ni14,BMG,No Procesado,4
5879,Zr66Al8Cu7Ni19,BMG,No Procesado,13
5880,Zr66Al9Cu16Ni9,BMG,No Procesado,9
5881,Zr70Al8Cu11Ni11,BMG,No Procesado,7
5882,Zr70Al8Cu13.5Ni8.5,BMG,No Procesado,1
5883,Zr70Al8Cu16Ni6,BMG,No Procesado,5
5884,Zr70Al8Cu19Ni3,BMG,No Procesado,6
5885,Zr70Al8Cu3Ni19,BMG,No Procesado,7
5886,Zr70Al8Cu6Ni16,BMG,No Procesado,12
5887,(Ce0.1La0.9)68Al10Cu20Co2,BMG,No Procesado,2
5888,(Ce0.2La0.8)68Al10Cu20Co2,BMG,No Procesado,15
5889,(Ce0.3La0.7)68Al10Cu20Co2,BMG,No Procesado,12
5890,(Ce0.4La0.6)68Al10Cu20Co2,BMG,No Procesado,20
5891,(Ce0.5La0.5)68Al10Cu20Co2,BMG,No Procesado,18
5892,(Ce0.6La0.4)68Al10Cu20Co2,BMG,No Procesado,3
5893,(Ce0.7La0.3)68Al10Cu20Co2,BMG,No Procesado,7
5894,(Ce0.8La0.2)68Al10Cu20Co2,BMG,No Procesado,6
5895,(Ce0.9La0.1)68Al10Cu20Co2,BMG,No Procesado,6
5896,(Cu0.5Zr0.425Ti0.075)98.8Sn0.6Si0.6,BMG,No Procesado,2
5897,(Fe0.68Tb0.07B0.2Si0.05)96Nb4,BMG,No Procesado,14
5898,(Fe0.69Tb0.06B0.2Si0.05)96Nb4,BMG,No Procesado,6
5899,(Fe0.70Tb0.05B0.2Si0.05)96Nb4,BMG,No Procesado,10
5900,(Fe0.71Tb0.04B0.2Si0.05)96Nb4,BMG,No Procesado,11
5901,(Fe0.72Tb0.03B0.2Si0.05)96Nb4,BMG,No Procesado,15
5902,(Fe0.73Tb0.02B0.2Si0.05)96Nb4,BMG,No Procesado,5
5903,(Fe0.74Tb0.01B0.2Si0.05)96Nb4,BMG,No Procesado,16
5904,(Ti0.45Cu0.378Zr0.10Ni0.072)94Sn6,BMG,No Procesado,2
5905,(Ti0.45Cu0.378Zr0.10Ni0.072)96Sn4,BMG,No Procesado,17
5906,(Ti0.45Cu0.378Zr0.10Ni0.072)98Sn2,BMG,No Procesado,10
5907,(Zr0.55Al0.20Co0.20Cu0.05)93Ag7,BMG,No Procesado,17
5908,(Zr0.55Al0.20Co0.20Cu0.05)95Ag5,BMG,No Procesado,12
5909,(Zr0.55Al0.20Co0.20Cu0.05)97Ag3,BMG,No Procesado,10
5910,(Zr0.55Al0.20Co0.20Cu0.05)99Ag1,BMG,No Procesado,3
5911,(Zr0.59Ti0.06Cu0.22Ni0.13)84Al16,BMG,No Procesado,12
5912,(Zr0.59Ti0.06Cu0.22Ni0.13)85.7Al14.3,BMG,No Procesado,16
5913,(Zr0.59Ti0.06Cu0.22Ni0.13)88Al12,BMG,No Procesado,17
5914,(Zr0.62Cu0.23Fe0.05Al0.10)93Ag7,BMG,No Procesado,3
5915,(Zr0.62Cu0.23Fe0.05Al0.10)95Ag5,BMG,No Procesado,1
5916,(Zr0.62Cu0.23Fe0.05Al0.10)97Ag3,BMG,No Procesado,1
5917,(Zr0.62Cu0.23Fe0.05Al0.10)99Ag1,BMG,No Procesado,1
5918,(Zr0.55Al0.15Cu0.20Ni0.10)96Y4,BMG,No Procesado,20
5919,(Zr0.55Al0.15Cu0.20Ni0.10)98Y2,BMG,No Procesado,16
5920,[(Co0.6Fe0.4)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,16
5921,[(Co0.7Fe0.3)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,7
5922,[(Co0.8Fe0.2)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,15
5923,[(Co0.9Fe0.1)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,15
5924,[(Fe0.5Co0.5)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,15
5925,[(Fe0.6Co0.4)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,20
5926,[(Fe0.7Co0.3)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,12
5927,[(Fe0.8Co0.2)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,1
5928,[(Fe0.9Co0.1)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,18
5929,[(Ni0.6Fe0.4)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,8
5930,[(Ni0.7Fe0.3)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,4
5931,[(Ni0.8Fe0.2)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,8
5932,[(Ni0.9Fe0.1)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,12
5933,Au2Zr48Cu34Al8Ag8,BMG,No Procesado,18
5934,Au49Ag5.5Pd2.3Cu26.9Si16.3,BMG,No Procesado,14
5935,Au4Zr48Cu32Al8Ag8,BMG,No Procesado,5
5936,Au6Zr48Cu30Al8Ag8,BMG,No Procesado,11
5937,Ce65Al10Ni10Cu10Nb5,BMG,No Procesado,13
5938,Co50Cr15Mo14C15B6,BMG,No Procesado,19
5939,Cu45Ni5Ag10Zr30Ti10,BMG,No Procesado,10
5940,Cu47Ti33Nb11Ni8Si1,BMG,No Procesado,6
5941,Cu47Ti33Zr11Ni8Si1,BMG,No Procesado,7
5942,Dy46Al24Co18Fe2Y10,BMG,No Procesado,18
5943,Fe2Zr48Cu34Al8Ag8,BMG,No Procesado,20
5944,Fe63C15Mo14Er2B6,BMG,No Procesado,3
5945,Fe64Cr10Mo9C15Er2,BMG,No Procesado,7
5946,Fe70Nb4Hf3Y3B20,BMG,No Procesado,9
5947,Fe71Nb4Hf3Y2B20,BMG,No Procesado,9
5948,Fe72Nb4Hf3Y1B20,BMG,No Procesado,18
5949,Fe74.5Mo5.5P12.5C5B2.5,BMG,No Procesado,6
5950,Fe76.0C7.0Si3.3B5.0P8.7,BMG,No Procesado,3
5951,Fe79P10C4B4Si3,BMG,No Procesado,11
5952,Gd51Al24Co20Zr4Nb1,BMG,No Procesado,5
5953,Gd55Al25Cu10Co5Ni5,BMG,No Procesado,6
5954,Hf2Zr46Cu36Al8Ag8,BMG,No Procesado,4
5955,Hf46Nb2Cu29.25Ni9.75Al13,BMG,No Procesado,1
5956,Hf49Ta2Cu27.75Ni9.25Al12,BMG,No Procesado,10
5957,Hf4Zr44Cu36Al8Ag8,BMG,No Procesado,9
5958,Hf6Zr42Cu36Al8Ag8,BMG,No Procesado,9
5959,La32Ce32Al16Ni5Cu15,BMG,No Procesado,6
5960,La55Al15Ni10Cu10Co10,BMG,No Procesado,8
5961,La55Al25Ni5Cu10Co5,BMG,No Procesado,8
5962,La62.5Al12.5Ag5Cu15Co5,BMG,No Procesado,3
5963,La62.5Al12.5Ag5Cu15Fe5,BMG,No Procesado,15
5964,La62.5Al12.5Ag5Cu17.5Co2.5,BMG,No Procesado,20
5965,La62.5Al12.5Ag5Cu17.5Fe2.5,BMG,No Procesado,15
5966,Mg65Cu15Ag10Y2Gd8,BMG,No Procesado,2
5967,Mg65Cu15Ag10Y4Gd6,BMG,No Procesado,17
5968,Mg65Cu15Ag5Pd5Gd10,BMG,No Procesado,15
5969,Mg65Y10Cu15Ag5Pd5,BMG,No Procesado,16
5970,Mo52Cr14Fe14P12B8,BMG,No Procesado,2
5971,Nb2Zr46Cu36Al8Ag8,BMG,No Procesado,11
5972,Ni2Zr48Cu34Al8Ag8,BMG,No Procesado,9
5973,Ni40Cu5Ti16.5Zr28.5Al10,BMG,No Procesado,6
5974,Ni40Cu5Ti17Zr28Al10,BMG,No Procesado,8
5975,Ni40Cu6Ti16Zr28Al10,BMG,No Procesado,14
5976,Ni42Ti20Zr25Al8Cu5,BMG,No Procesado,9
5977,Ni4Zr48Cu32Al8Ag8,BMG,No Procesado,7
5978,Ni59Zr20Ti16Si2Sn3,BMG,No Procesado,14
5979,Ni60Zr20Ti2.5Nb12.5Al5,BMG,No Procesado,6
5980,Ni60Zr20Ti5Nb10Al5,BMG,No Procesado,17
5981,Ni60Zr20Ti7.5Nb7.5Al5,BMG,No Procesado,18
5982,Ni61Zr22Nb7Al4Ta6,BMG,No Procesado,10
5983,Ni6Zr48Cu30Al8Ag8,BMG,No Procesado,18
5984,Pd2Zr48Cu34Al8Ag8,BMG,No Procesado,13
5985,Pd4Zr48Cu32Al8Ag8,BMG,No Procesado,4
5986,Pd6Zr48Cu30Al8Ag8,BMG,No Procesado,16
5987,Pd79Ag3.5P6Si9.5Ge2,BMG,No Procesado,11
5988,Pd79Cu2Ag4Si10P5,BMG,No Procesado,1
5989,Pd79Cu3Ag3Si10P5,BMG,No Procesado,18
5990,Pd79Cu4Ag2Si10P5,BMG,No Procesado,2
5991,Pd79Cu5Ag1Si10P5,BMG,No Procesado,17
5992,Pr60Al10Ni10Cu10Fe10,BMG,No Procesado,3
5993,Pr60Al10Ni10Cu12Fe8,BMG,No Procesado,12
5994,Pr60Al10Ni10Cu14Fe6,BMG,No Procesado,18
5995,Pr60Al10Ni10Cu16Fe4,BMG,No Procesado,17
5996,Pr60Al10Ni10Cu18Fe2,BMG,No Procesado,2
5997,Pr60Al10Ni10Cu2Fe18,BMG,No Procesado,18
5998,Pr60Al10Ni10Cu5Fe15,BMG,No Procesado,1
5999,Sm60Al10Cu5Co15Fe10,BMG,No Procesado,18
6000,Sr40Yb20Mg20Zn15Cu5,BMG,No Procesado,1
6001,Ti2Zr46Cu36Al8Ag8,BMG,No Procesado,19
6002,Ti40Zr25Ni3Cu12Be20,BMG,No Procesado,6
6003,Ti40Zr25Ni8Cu9Be18,BMG,No Procesado,16
6004,Ti42.5Zr2.5Hf5Cu42.5Ni7.5,BMG,No Procesado,18
6005,Ti43.15Zr9.59Cu36.24Ni9.06Sn1.96,BMG,No Procesado,20
6006,Ti44.10Zr9.80Cu37.04Ni7.06Sn2.00,BMG,No Procesado,16
6007,Ti50Ni15Cu25Sn3Be7,BMG,No Procesado,6
6008,Ti50Zr15Cu9Ni8Be18,BMG,No Procesado,5
6009,Ti55Zr10Cu9Ni8Be18,BMG,No Procesado,12
6010,Tm40Y15Al25Co10Ni10,BMG,No Procesado,14
6011,Y36Sc20Al24Co10Ni10,BMG,No Procesado,19
6012,Zr17Ta16Ti19Nb22Si26,BMG,No Procesado,3
6013,Zr25Ti30Cu7.5Be27.5Al10,BMG,No Procesado,14
6014,Zr30Ti30Cu7.5Be27.5Al5,BMG,No Procesado,16
6015,Zr33Ti30Cu7.5Be27.5Al2,BMG,No Procesado,15
6016,Zr38.5Ti16.5Ni9.75Cu15.25Be20,BMG,No Procesado,17
6017,Zr39.88Ti15.12Ni9.98Cu13.77Be21.25,BMG,No Procesado,18
6018,Zr41.2Ti13.8Cu12.5Ni10Be22.5,BMG,No Procesado,11
6019,Zr41Ti14Cu12.5Be22.5Fe10,BMG,No Procesado,14
6020,Zr41Ti14Cu12.5Ni10Be22.5,BMG,No Procesado,20
6021,Zr42.63Ti12.37Cu11.25Ni10Be23.75,BMG,No Procesado,9
6022,Zr44Ti11Cu10Ni10Be25,BMG,No Procesado,15
6023,Zr45.38Ti9.62Cu8.75Ni10Be26.25,BMG,No Procesado,1
6024,Zr45.4Ti9.6Cu10.15Ni8.6Be26.25,BMG,No Procesado,10
6025,Zr45Nb10Cu13Ni10Be22,BMG,No Procesado,16
6026,Zr46.75Ti8.25Cu7.5Ni10Be27.5,BMG,No Procesado,3
6027,Zr46Cu27.64Ag8.36Al8Be10,BMG,No Procesado,8
6028,Zr46Cu31.64Ag8.36Al8Be6,BMG,No Procesado,5
6029,Zr47Ti8Cu7.5Ni10Be27.5,BMG,No Procesado,20
6030,Zr48Nb8Cu12Fe8Be24,BMG,No Procesado,16
6031,Zr48Nb8Cu14Ni12Be18,BMG,No Procesado,8
6032,Zr52.25Cu28.5Ni4.75Al9.5Ta5,BMG,No Procesado,3
6033,Zr52.5Cu17.9Ni14.6Al10Ti5,BMG,No Procesado,4
6034,Zr52.5Nb5Cu17.9Ni14.6Al10,BMG,No Procesado,10
6035,Zr53.1Ti5.4Cu19.8Ni11.7Al10,BMG,No Procesado,15
6036,Zr53Al14Ni10Cu19Y4,BMG,No Procesado,15
6037,Zr53Ti5Cu20Ni12Al10,BMG,No Procesado,14
6038,Zr54Al15Ni10Cu19Y2,BMG,No Procesado,2
6039,Zr55Nb9Cu15Ni11Al10,BMG,No Procesado,11
6040,Zr55Ti5Al10Cu20Ni10,BMG,No Procesado,6
6041,Zr56.6Cu17.3Ni12.5Al9.6Ti4,BMG,No Procesado,4
6042,Zr57Nb5Al10Cu15.4Ni12.6,BMG,No Procesado,3
6043,Zr57Nb5Al10Ni15.4Cu12.6,BMG,No Procesado,16
6044,Zr57Ti5Al10Cu20Ni8,BMG,No Procesado,18
6045,Zr60Nb3Cu14Ni13Al10,BMG,No Procesado,1
6046,Zr61Cu15.8Ni12.8Al7.9Sn2.5,BMG,No Procesado,4
6047,Zr61Cu16.3Ni12.8Al7.9Sn2,BMG,No Procesado,11
6048,Zr61Cu16.8Ni12.8Al7.9Sn1.5,BMG,No Procesado,2
6049,Zr61Cu17.3Ni12.8Al7.9Sn1,BMG,No Procesado,5
6050,Zr61Cu17.8Ni12.8Al7.9Sn0.5,BMG,No Procesado,13
6051,Zr65Al7.5Ni10Cu7.5Pd10,BMG,No Procesado,12
6052,[(Fe0.8Co0.1Ni0.1)0.75B0.2Si0.05]96Nb4,BMG,No Procesado,1
6053,{[(Fe0.6Co0.4)0.75B0.2Si0.05]0.96Nb0.04}96Cr4,BMG,No Procesado,2
6054,{[(Fe0.6Co0.4)0.75B0.2Si0.05]0.96Nb0.04}97Cr3,BMG,No Procesado,7
6055,{[(Fe0.6Co0.4)0.75B0.2Si0.05]0.96Nb0.04}98Cr2,BMG,No Procesado,6
6056,{[(Fe0.6Co0.4)0.75B0.2Si0.05]0.96Nb0.04}99Cr1,BMG,No Procesado,14
6057,Co48Cr15Mo14C15B6Er2,BMG,No Procesado,15
6058,Cu47Ti33Zr11Si1Ni6Sn2,BMG,No Procesado,8
6059,Cu47Ti33Zr3Nb8Ni8Si1,BMG,No Procesado,12
6060,Cu47Ti33Zr5Nb6Ni8Si1,BMG,No Procesado,15
6061,Cu47Ti33Zr7Nb4Ni8Si1,BMG,No Procesado,11
6062,Cu47Ti33Zr9Nb2Ni8Si1,BMG,No Procesado,1
6063,Fe48Cr15Mo14C15B6Y2,BMG,No Procesado,14
6064,Fe48Cr15Mo14Er2C15B6,BMG,No Procesado,4
6065,Fe56Co7Ni7Zr8Nb2B20,BMG,No Procesado,16
6066,Fe58Cr5Mo14Er2C15B6,BMG,No Procesado,3
6067,Fe60Cr10Mo9C13B6Er2,BMG,No Procesado,9
6068,Fe61B15Mo7Zr8Co7Y2,BMG,No Procesado,9
6069,Fe61Co7Zr10Mo5W2B15,BMG,No Procesado,15
6070,Fe63Cr3Mo10P12C7B5,BMG,No Procesado,12
6071,Fe65Co10Ga5P12C4B4,BMG,No Procesado,4
6072,Fe68Cr3Mo10P6C10B3,BMG,No Procesado,16
6073,Fe70Mo5Ni5P12.5C5B2.5,BMG,No Procesado,14
6074,Fe71Mo2Nb3P12C10B2,BMG,No Procesado,12
6075,Fe71Mo3Nb2P12C10B2,BMG,No Procesado,13
6076,Fe71Mo4Nb1P12C10B2,BMG,No Procesado,11
6077,Fe72.0C7.0Si3.3B5.0P8.7Ga4.0,BMG,No Procesado,3
6078,Fe74.0C7.0Si3.3B5.0P8.7Ga2.0,BMG,No Procesado,12
6079,Fe74Mo5P10C4B4Si3,BMG,No Procesado,15
6080,Fe75C7Si3.3B5P8.7Ga1,BMG,No Procesado,16
6081,Fe75Mo4P10C4B4Si3,BMG,No Procesado,19
6082,Fe76Mo3P10C4B4Si3,BMG,No Procesado,5
6083,Fe76Mo4(P0.45C0.2B0.2Si0.15)20,BMG,No Procesado,1
6084,Fe77Ga3P9.5C4B4Si2.5,BMG,No Procesado,5
6085,Fe77Mo2P10C4B4Si3,BMG,No Procesado,18
6086,Fe78Mo1P10C4B4Si3,BMG,No Procesado,5
6087,La32Ce32Al16Ni5Cu10Co5,BMG,No Procesado,5
6088,La32Ce32Al16Ni5Cu12Co3,BMG,No Procesado,11
6089,La32Ce32Al16Ni5Cu5Co10,BMG,No Procesado,15
6090,La32Ce32Al16Ni5Cu7Co8,BMG,No Procesado,2
6091,Mg65Cu7.5Ni7.5Ag5Zn5Gd10,BMG,No Procesado,9
6092,Mg65Cu7.5Ni7.5Ag5Zn5Y10,BMG,No Procesado,12
6093,Ni39.8Cu5.97Ti15.92Zr27.86Al9.95Si0.5,BMG,No Procesado,12
6094,Ni42Ti19Zr22.5Al8Cu5Si3.5,BMG,No Procesado,19
6095,Ni42Ti20Zr20.5Al8Cu5Si4.5,BMG,No Procesado,18
6096,Ni42Ti20Zr21.5Al8Cu5Si3.5,BMG,No Procesado,7
6097,Ni42Ti20Zr22.5Al8Cu5Si2.5,BMG,No Procesado,1
6098,Ni59Zr16Ti13Si3Sn2Nb7,BMG,No Procesado,4
6099,Pt74.7Cu1.5Ag0.3P18B4Si1.5,BMG,No Procesado,12
6100,Ti41.5Zr2.5Hf5Cu42.5Ni7.5Si1,BMG,No Procesado,13
6101,Ti45Ni15Cu25Sn3Be7Zr5,BMG,No Procesado,7
6102,Ti50Ni24Cu20B1Si2Sn3,BMG,No Procesado,20
6103,Zn20Ca20Sr20Yb20Li11Mg9,BMG,No Procesado,10
6104,Zr34Ti15Cu10Ni11Be28Y2,BMG,No Procesado,4
6105,Zr41Ti14Cu12.5Ni2Be22.5C8,BMG,No Procesado,7
6106,Zr41Ti14Cu12.5Ni2Be22.5Fe8,BMG,No Procesado,15
6107,Zr41Ti14Cu12.5Ni5Be22.5Fe5,BMG,No Procesado,1
6108,Zr41Ti14Cu12.5Ni8Be22.5C2,BMG,No Procesado,17
6109,Zr41Ti14Cu12.5Ni8Be22.5Fe2,BMG,No Procesado,2
6110,Zr41Ti14Cu12.5Ni9Be22.5C1,BMG,No Procesado,19
